;apir_codes;asset_class;aum_comp;aum_share;base_currency;bloomberg_codes;codes;compart_id;currency;default_fundshare_id;default_share_code;default_share_isin_code;default_share_name;eng_asset_class;factsheet;has_docs;isin_codes;main_codes;management_company;moodys_timed;morning_star;morning_star_timed;name;nav;nav_euro;region;showcases;srri_risk;sub_asset_class;timed_performances;apir;bloomberg;isin;url
367;[None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 4910375.06};{u'date': u'2017-03-13', u'value': 71382.56};Dollar;[PEWECLD LX, None, None, None];{u'isin': u'LU1104113243', u'bloomberg': None, u'apir': None};17866;Dollar;17869;{u'type': u'isin', u'value': u'LU1104113243'};LU1104113243;PARVEST EQUITY WORLD EMERGING SMALL CAP [CLASSIC, C];Equity;;[DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1104113326, LU1104113599, LU1104113672, LU1104113243];[LU1104113326, LU1104113599, LU1104113672, LU1104113243];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};PARVEST EQUITY WORLD EMERGING SMALL CAP;{u'date': u'2017-03-13', u'value': 88.89};{u'date': None, u'value': None};Pays émergents;[];5;Actions émergentes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 8.45984329089}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 6.15384615385}};;;LU1104113243;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-emergentes/parvest-equity-world-emerging-small-cap-classic-c-lu1104113243
368;[None, None, None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 851353390.8};{u'date': u'2017-03-13', u'value': 209087581.56};Dollar;[FEWEECA LX, GEQ4526 LX, FEWEECD LX, FOEWEMP LX, FEWEEPR LX, PAEWECU LX];{u'isin': u'LU0823413074', u'bloomberg': u'FEWEECA LX', u'apir': None};13015;Euro;13024;{u'type': u'isin', u'value': u'LU0823413074'};LU0823413074;PARVEST EQUITY WORLD EMERGING [CLASSIC EUR, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/09a66a83-2613-4e80-9b0d-98526aae7125/1024', u'extension': u'pdf'};[DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823413157, LU0823413587, LU0823413827, LU0823414049, LU0823413660, LU0823413074];[LU0823413157, LU0823413587, LU0823413827, LU0823414049, LU0823413660, LU0823413074];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};PARVEST EQUITY WORLD EMERGING;{u'date': u'2017-03-13', u'value': 112.75};{u'date': u'2017-03-13', u'value': 112.75};Pays émergents;[];6;Actions émergentes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 24.9057858568}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 4.9530956848}, u'performance_5y': {u'date': u'2017-02-28', u'value': 11.3501030534}, u'performance_3y': {u'date': u'2017-02-28', u'value': 24.2584628956}};;FEWEECA LX;LU0823413074;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-emergentes/parvest-equity-world-emerging-classic-eur-c-lu0823413074
369;[None, None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 170598638.88};{u'date': u'2017-03-13', u'value': 65607528.21};Euro;[GEQ4426 LX, PARWPRV LX, BNPEWPR LX, FOREQRP LX, GEQ4427 LX];{u'isin': u'LU0823414635', u'bloomberg': u'GEQ4426 LX', u'apir': None};13007;Euro;13178;{u'type': u'isin', u'value': u'LU0823414635'};LU0823414635;PARVEST EQUITY WORLD ENERGY [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/2f704373-f03f-4140-9991-9c306426fc5d/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823414718, LU0823415442, LU0823415012, LU0823415285, LU0823414635];[LU0823414718, LU0823415442, LU0823415012, LU0823415285, LU0823414635];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};PARVEST EQUITY WORLD ENERGY;{u'date': u'2017-03-13', u'value': 591.3};{u'date': u'2017-03-13', u'value': 591.3};Monde;[];6;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 36.2147796122}, u'performance_ytd': {u'date': u'2017-03-10', u'value': -8.55175615039}, u'performance_5y': {u'date': u'2017-02-28', u'value': -2.61505265531}, u'performance_3y': {u'date': u'2017-02-28', u'value': -5.47654027695}};;GEQ4426 LX;LU0823414635;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/parvest-equity-world-energy-classic-c-lu0823414635
370;[None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 33636142.06};{u'date': u'2017-03-13', u'value': 13125858.73};Euro;[GEQ4285 LX, GEQ4284 LX, BNPWEPR LX, BNPEWPE LX];{u'isin': u'LU0823415871', u'bloomberg': u'GEQ4284 LX', u'apir': None};13002;Euro;13173;{u'type': u'isin', u'value': u'LU0823415871'};LU0823415871;PARVEST EQUITY WORLD FINANCE [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/1767cc3d-7c6f-4a64-aa27-7aaa99afa96b/1024', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823416093, LU0823416333, LU0823416416, LU0823415871];[LU0823416093, LU0823416333, LU0823416416, LU0823415871];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};PARVEST EQUITY WORLD FINANCE;{u'date': u'2017-03-13', u'value': 420.96};{u'date': u'2017-03-13', u'value': 420.96};Monde;[];6;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 38.923902112}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 6.25457113314}, u'performance_5y': {u'date': u'2017-02-28', u'value': 91.0427807487}, u'performance_3y': {u'date': u'2017-02-28', u'value': 47.0999574045}};;GEQ4284 LX;LU0823415871;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/parvest-equity-world-finance-classic-c-lu0823415871
371;[None, None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 337215281.17};{u'date': u'2017-03-13', u'value': 219909862.06};Euro;[FOREHCP LX, GEQ4308 LX, PEWHPRI LX, BNPWHCP LX, GEQ4309 LX];{u'isin': u'LU0823416762', u'bloomberg': u'GEQ4308 LX', u'apir': None};12996;Euro;13158;{u'type': u'isin', u'value': u'LU0823416762'};LU0823416762;PARVEST EQUITY WORLD HEALTH CARE [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/cdddad5f-4351-4d07-82c3-30af80396c2c/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823417224, LU0823417141, LU0823416762, LU0823416929, LU0823417497];[LU0823417224, LU0823417141, LU0823416762, LU0823416929, LU0823417497];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};PARVEST EQUITY WORLD HEALTH CARE;{u'date': u'2017-03-13', u'value': 962.79};{u'date': u'2017-03-13', u'value': 962.79};Monde;[];6;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 15.0809753052}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 7.94787324638}, u'performance_5y': {u'date': u'2017-02-28', u'value': 124.794221795}, u'performance_3y': {u'date': u'2017-02-28', u'value': 39.2874268029}};;GEQ4308 LX;LU0823416762;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/parvest-equity-world-health-care-classic-c-lu0823416762
372;[None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 473804141.7};{u'date': u'2017-03-13', u'value': 211629664.89};Euro;[INT4869 LX, BNPWLPE LX, INT4868 LX, FORBSWP LX];{u'isin': u'LU0823417810', u'bloomberg': u'INT4868 LX', u'apir': None};13006;Euro;13166;{u'type': u'isin', u'value': u'LU0823417810'};LU0823417810;PARVEST EQUITY WORLD LOW VOLATILITY [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/0dc9dcdb-238a-4413-84d0-0fa526028cbb/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823418388, LU0823417810, LU0823417901, LU0823418545];[LU0823418388, LU0823417810, LU0823417901, LU0823418545];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};PARVEST EQUITY WORLD LOW VOLATILITY;{u'date': u'2017-03-13', u'value': 463.06};{u'date': u'2017-03-13', u'value': 463.06};Monde;[];5;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 16.3521537842}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 3.75828372459}, u'performance_5y': {u'date': u'2017-02-28', u'value': 81.0469031399}, u'performance_3y': {u'date': u'2017-02-28', u'value': 48.77742745}};;INT4868 LX;LU0823417810;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/parvest-equity-world-low-volatility-classic-c-lu0823417810
373;[None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 86870153.43};{u'date': u'2017-03-13', u'value': 15646591.85};Euro;[FEMWCDE LX, BNPEWMP LX, BNPEWRI LX, FEMWCCE LX];{u'isin': u'LU0823419436', u'bloomberg': u'FEMWCCE LX', u'apir': None};13001;Euro;13153;{u'type': u'isin', u'value': u'LU0823419436'};LU0823419436;PARVEST EQUITY WORLD MATERIALS [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/8dfb79d3-8cb8-4bbe-868c-38a217513559/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823420525, LU0823419436, LU0823419782, LU0823420954];[LU0823420525, LU0823419436, LU0823419782, LU0823420954];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};PARVEST EQUITY WORLD MATERIALS;{u'date': u'2017-03-13', u'value': 103.99};{u'date': u'2017-03-13', u'value': 103.99};Monde;[];6;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 31.9057815846}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 2.38613861386}, u'performance_5y': {u'date': u'2017-02-28', u'value': 24.9343832021}, u'performance_3y': {u'date': u'2017-02-28', u'value': 24.51843044}};;FEMWCCE LX;LU0823419436;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/parvest-equity-world-materials-classic-c-lu0823419436
374;[None, None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 153396869.84};{u'date': u'2017-03-13', u'value': 65103757.05};Euro;[FOREQTP LX, PARWTPR LX, PARPVRI LX, GEQ4286 LX, GEQ4287 LX];{u'isin': u'LU0823421689', u'bloomberg': u'GEQ4286 LX', u'apir': None};12998;Euro;13139;{u'type': u'isin', u'value': u'LU0823421689'};LU0823421689;PARVEST EQUITY WORLD TECHNOLOGY [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/ec168c6f-fec9-4633-a602-b3942dfd8a25/512', u'extension': u'pdf'};[DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823422141, LU0823421846, LU0823421689, LU0823422653, LU0823422497];[LU0823422141, LU0823421846, LU0823421689, LU0823422653, LU0823422497];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};PARVEST EQUITY WORLD TECHNOLOGY;{u'date': u'2017-03-13', u'value': 706.81};{u'date': u'2017-03-13', u'value': 706.81};Monde;[];6;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 29.8183363826}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 8.40856055023}, u'performance_5y': {u'date': u'2017-02-28', u'value': 106.709236971}, u'performance_3y': {u'date': u'2017-02-28', u'value': 79.7400337751}};;GEQ4286 LX;LU0823421689;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/parvest-equity-world-technology-classic-c-lu0823421689
375;[None, None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 61856044.81};{u'date': u'2017-03-13', u'value': 46303216.96};Euro;[FOTELEW LX, GEQ4313 LX, BNPWTPR LX, BNPEWPV LX, BNPWTNA LX];{u'isin': u'LU0823422810', u'bloomberg': u'GEQ4313 LX', u'apir': None};13323;Euro;13358;{u'type': u'isin', u'value': u'LU0823422810'};LU0823422810;PARVEST EQUITY WORLD TELECOM [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/5d820a50-c681-4786-aa6a-ff1e2466cd6b/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823424279, LU0823424352, LU0823423032, LU0823422810, LU0823423388];[LU0823424279, LU0823424352, LU0823423032, LU0823422810, LU0823423388];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};PARVEST EQUITY WORLD TELECOM;{u'date': u'2017-03-13', u'value': 715.18};{u'date': u'2017-03-13', u'value': 715.18};Monde;[];5;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 4.08306010929}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 0.862628829592}, u'performance_5y': {u'date': u'2017-02-28', u'value': 72.3957327669}, u'performance_3y': {u'date': u'2017-02-28', u'value': 30.7731741702}};;GEQ4313 LX;LU0823422810;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/parvest-equity-world-telecom-classic-c-lu0823422810
376;[None, None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 80024435.19};{u'date': u'2017-03-13', u'value': 36618933.47};Euro;[FOREUWI LX, FOREWIN LX, FOREUWA LX, BNPEWUP LX, FOREWIP LX];{u'isin': u'LU0823424782', u'bloomberg': u'FOREUWA LX', u'apir': None};13009;Euro;13033;{u'type': u'isin', u'value': u'LU0823424782'};LU0823424782;PARVEST EQUITY WORLD UTILITIES [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/1f9bcee0-d1ad-4a10-86d9-b13bcf1445a5/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823424865, LU0823425169, LU0823424782, LU0823425243, LU0823425086];[LU0823424865, LU0823425169, LU0823424782, LU0823425243, LU0823425086];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};PARVEST EQUITY WORLD UTILITIES;{u'date': u'2017-03-13', u'value': 167.89};{u'date': u'2017-03-13', u'value': 167.89};Monde;[];5;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 10.7838665537}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 2.55436447167}, u'performance_5y': {u'date': u'2017-02-28', u'value': 69.2583374813}, u'performance_3y': {u'date': u'2017-02-28', u'value': 42.7659753128}};;FOREUWA LX;LU0823424782;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/parvest-equity-world-utilities-classic-c-lu0823424782
377;[None, None, None];Produits de taux;{u'date': u'2017-03-13', u'value': 139229011.37};{u'date': u'2017-03-13', u'value': 410691.49};Euro;[PAFBDEC LX, PARFBEN LX, PARFBEP LX];{u'isin': u'LU1022404724', u'bloomberg': u'PAFBDEC LX', u'apir': None};17254;Euro;17274;{u'type': u'isin', u'value': u'LU1022404724'};LU1022404724;PARVEST FLEXIBLE BOND EURO [CLASSIC, C];Fixed Income;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/aa291c0f-67c8-473e-a3d6-714fc9bbc7cf/512', u'extension': u'pdf'};[DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1022405028, LU1022404724, LU1022405374];[LU1022405028, LU1022404724, LU1022405374];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};PARVEST FLEXIBLE BOND EURO;{u'date': u'2017-03-13', u'value': 49.79};{u'date': u'2017-03-13', u'value': 49.79};Monde;[];3;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 1.32060138155}, u'performance_ytd': {u'date': u'2017-03-10', u'value': -0.836320191159}, u'performance_3y': {u'date': u'2017-02-28', u'value': 2.15075788611}};;PAFBDEC LX;LU1022404724;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/parvest-flexible-bond-euro-classic-c-lu1022404724
378;[None, None, None, None];Produits de taux;{u'date': u'2017-03-13', u'value': 461044798.55};{u'date': u'2017-03-13', u'value': 304038752.16};Euro;[PAREHYC LX, PAREHYD LX, PAREHYP LX, PAREHBL LX];{u'isin': u'LU0099625146', u'bloomberg': u'PAREHYC LX', u'apir': None};1718;Euro;4652;{u'type': u'isin', u'value': u'LU0099625146'};LU0099625146;PARVEST FLEXIBLE BOND EUROPE CORPORATE [CLASSIC, C];Fixed Income;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/87fd0195-9884-45be-9886-80cfc6bdf468/512', u'extension': u'pdf'};[DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0107087297, LU0111465547, LU0099624925, LU0099625146];[LU0107087297, LU0111465547, LU0099624925, LU0099625146];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};PARVEST FLEXIBLE BOND EUROPE CORPORATE;{u'date': u'2017-03-13', u'value': 126.73};{u'date': u'2017-03-13', u'value': 126.73};Monde;[];2;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 4.04586404586}, u'performance_ytd': {u'date': u'2017-03-10', u'value': -0.141799275248}, u'performance_5y': {u'date': u'2017-02-28', u'value': 12.3551782082}, u'performance_3y': {u'date': u'2017-02-28', u'value': 4.1823847794}};;PAREHYC LX;LU0099625146;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/parvest-flexible-bond-europe-corporate-classic-c-lu0099625146
379;[None, None];Actions;{u'date': u'2017-03-13', u'value': 46816444.11};{u'date': u'2017-03-13', u'value': 38578613.32};Euro;[PAREFCC LX, PAREFCD LX];{u'isin': u'LU0360646680', u'bloomberg': u'PAREFCC LX', u'apir': None};1288;Euro;1742;{u'type': u'isin', u'value': u'LU0360646680'};LU0360646680;PARVEST FLEXIBLE EQUITY EUROPE [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/727eeb7f-6ec8-4989-b603-688ee7cdd0ef/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0360646763, LU0360646680];[LU0360646763, LU0360646680];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};PARVEST FLEXIBLE EQUITY EUROPE;{u'date': u'2017-03-13', u'value': 151.06};{u'date': u'2017-03-13', u'value': 151.06};Europe;[];5;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 8.39008839299}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 3.66770079283}, u'performance_5y': {u'date': u'2017-02-28', u'value': 34.4356578001}, u'performance_3y': {u'date': u'2017-02-28', u'value': 6.01658280774}};;PAREFCC LX;LU0360646680;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/parvest-flexible-equity-europe-classic-c-lu0360646680
380;[None, None, None, None];Diversifié;{u'date': u'2017-03-13', u'value': 31390022.58};{u'date': u'2017-03-13', u'value': 14589690.76};Euro;[PFMACLE LX, PFMANPR LX, PFMACLA LX, PFMANEA LX];{u'isin': u'LU1104115453', u'bloomberg': u'PFMACLE LX', u'apir': None};17772;Euro;17792;{u'type': u'isin', u'value': u'LU1104115453'};LU1104115453;PARVEST FLEXIBLE MULTI-ASSET [CLASSIC, C];Balanced;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/0ab85862-749c-4fdf-aa23-f9da42941a05/512', u'extension': u'pdf'};[DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1104115610, LU1104115453, LU1104116261, LU1104116345];[LU1104115610, LU1104115453, LU1104116261, LU1104116345];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};PARVEST FLEXIBLE MULTI-ASSET;{u'date': u'2017-03-13', u'value': 98.69};{u'date': u'2017-03-13', u'value': 98.69};Monde;[];3;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 3.96018858041}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 0.387004786638}};;PFMACLE LX;LU1104115453;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/parvest-flexible-multi-asset-classic-c-lu1104115453
381;[None, None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 501425746.23};{u'date': u'2017-03-13', u'value': 202929928.5};Euro;[PARGECC LX, PARGECD LX, PARGECU LX, PARGEPC LX, PARGELC LX];{u'isin': u'LU0347711466', u'bloomberg': u'PARGECC LX', u'apir': None};1377;Euro;3664;{u'type': u'isin', u'value': u'LU0347711466'};LU0347711466;PARVEST GLOBAL ENVIRONMENT [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/cca0bccf-e678-4966-a569-7814da99e34f/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_TRANSPARENCY, DOC_XFR, DOC_FACTSHEET, DOC_KIID];[LU0347711466, LU0347712357, LU0347711540, LU0347712274, LU0347712191];[LU0347711466, LU0347712357, LU0347711540, LU0347712274, LU0347712191];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};PARVEST GLOBAL ENVIRONMENT;{u'date': u'2017-03-13', u'value': 185};{u'date': u'2017-03-13', u'value': 185};Monde;[ISR];5;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 25.5582622818}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 3.61520296863}, u'performance_5y': {u'date': u'2017-02-28', u'value': 79.5181888545}, u'performance_3y': {u'date': u'2017-02-28', u'value': 35.8942434451}};;PARGECC LX;LU0347711466;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/parvest-global-environment-classic-c-lu0347711466
